id,source,source_row_number,title,sigungu,flag
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,operations_unverified
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,reservation_unknown
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,id_check_unknown
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,accessibility_unknown
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,image_missing
dmz_tourism:96a8c4e7429b067e,dmz_tourism,109,가진항,고성군,telephone_is_municipal_contact
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,operations_unverified
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,reservation_unknown
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,id_check_unknown
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,accessibility_unknown
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,telephone_is_municipal_contact
dmz_tourism:5afe162ba8d4fc58,dmz_tourism,110,가진해변,고성군,image_license_not_verified
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,operations_unverified
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,reservation_unknown
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,id_check_unknown
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,accessibility_unknown
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,image_missing
dmz_tourism:507c8cbd6695602a,dmz_tourism,111,팔랑폭포,양구군,telephone_is_municipal_contact
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,operations_unverified
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,reservation_unknown
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,id_check_unknown
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,accessibility_unknown
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,telephone_is_municipal_contact
dmz_tourism:41619ede8ba4892f,dmz_tourism,112,간성향교,고성군,image_license_not_verified
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,operations_unverified
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,reservation_unknown
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,id_check_unknown
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,accessibility_unknown
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,image_missing
dmz_tourism:2a716e1f3ac41290,dmz_tourism,113,아야진항,고성군,telephone_is_municipal_contact
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,operations_unverified
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,reservation_unknown
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,id_check_unknown
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,accessibility_unknown
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,telephone_is_municipal_contact
dmz_tourism:b281ca9affd97be4,dmz_tourism,114,거진11리해변,고성군,image_license_not_verified
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,operations_unverified
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,reservation_unknown
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,id_check_unknown
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,accessibility_unknown
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,telephone_is_municipal_contact
dmz_tourism:fed867126fde1333,dmz_tourism,115,거진1리해변,고성군,image_license_not_verified
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,operations_unverified
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,reservation_unknown
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,id_check_unknown
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,accessibility_unknown
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,image_missing
dmz_tourism:22dc95d620211914,dmz_tourism,116,거진등대해맞이공원,고성군,telephone_is_municipal_contact
dmz_tourism:892e20143faf0e67,dmz_tourism,117,건봉사,고성군,operations_unverified
dmz_tourism:892e20143faf0e67,dmz_tourism,117,건봉사,고성군,reservation_unknown
dmz_tourism:892e20143faf0e67,dmz_tourism,117,건봉사,고성군,id_check_unknown
dmz_tourism:892e20143faf0e67,dmz_tourism,117,건봉사,고성군,accessibility_unknown
dmz_tourism:892e20143faf0e67,dmz_tourism,117,건봉사,고성군,image_license_not_verified
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,operations_unverified
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,reservation_unknown
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,id_check_unknown
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,accessibility_unknown
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,image_missing
dmz_tourism:94db6f7ac0fa0f9f,dmz_tourism,118,고성 문암리 유적,고성군,telephone_is_municipal_contact
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,operations_unverified
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,reservation_unknown
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,id_check_unknown
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,accessibility_unknown
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,image_missing
dmz_tourism:739fe1b559f9709d,dmz_tourism,119,고성 어명기 고택,고성군,telephone_is_municipal_contact
dmz_tourism:d096c36656960f75,dmz_tourism,120,고성 왕곡마을,고성군,operations_unverified
dmz_tourism:d096c36656960f75,dmz_tourism,120,고성 왕곡마을,고성군,reservation_unknown
dmz_tourism:d096c36656960f75,dmz_tourism,120,고성 왕곡마을,고성군,id_check_unknown
dmz_tourism:d096c36656960f75,dmz_tourism,120,고성 왕곡마을,고성군,accessibility_unknown
dmz_tourism:d096c36656960f75,dmz_tourism,120,고성 왕곡마을,고성군,image_license_not_verified
